changed,reason,original,corrected,confidence,row_index,sample_id,word_agent_input,word_corrected,best_candidate,context_gain,original_context_score,candidate_context_score,margin,candidate_count
False,no_positive_context_gain,to,to,0.0,2327,torgo_006899,he furthered to perform a grand and practical job for experimental expertise,he furthered to perform a grand and practical job for experimental expertise,,,,,,
False,no_positive_context_gain,for,for,0.0,2327,torgo_006899,he furthered to perform a grand and practical job for experimental expertise,he furthered to perform a grand and practical job for experimental expertise,,,,,,
False,no_positive_context_gain,there,there,0.0,2333,torgo_006905,there is a treehouse up above,there is a treehouse up above,,,,,,
False,no_positive_context_gain,for,for,0.0,2334,torgo_006906,a romanian jpg game often takes place for theamee,a romanian jpg game often takes place for theamee,,,,,,
False,no_positive_context_gain,to,to,0.0,2337,torgo_006909,nothing has been done yet to take advantage of the inability to understand,nothing has been done yet to take advantage of the inability to understand,,,,,,
False,no_positive_context_gain,to,to,0.0,2337,torgo_006909,nothing has been done yet to take advantage of the inability to understand,nothing has been done yet to take advantage of the inability to understand,,,,,,
False,no_positive_context_gain,for,for,0.0,2348,torgo_006920,this is a period of transition for me,this is a period of transition for me,,,,,,
False,no_positive_context_gain,to,to,0.0,2351,torgo_006923,if you are ready to replace this immediately,if you are ready to replace this immediately,,,,,,
False,no_positive_context_gain,see,see,0.0,2357,torgo_006929,see,see,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,2368,torgo_006940,i adequately help our company do it,i adequately help our company do it,,,,,,
False,no_positive_context_gain,for,for,0.0,2385,torgo_006957,a velvet is early for you,a velvet is early for you,,,,,,
False,no_positive_context_gain,two,two,0.0,2400,torgo_006972,two days left as he tried to end his life,two days left as he tried to end his life,,,,,,
False,no_positive_context_gain,to,to,0.0,2400,torgo_006972,two days left as he tried to end his life,two days left as he tried to end his life,,,,,,
False,no_positive_context_gain,for,for,0.0,2414,torgo_006986,he was a good wing for us,he was a good wing for us,,,,,,
False,no_positive_context_gain,to,to,0.0,2420,torgo_006992,reveal yourself to the truth,reveal yourself to the truth,,,,,,
False,no_positive_context_gain,your,your,0.0,2421,torgo_006993,shorten your arm as hard as you can,shorten your arm as hard as you can,,,,,,
False,no_positive_context_gain,to,to,0.0,2424,torgo_006996,both injured or to the same leg,both injured or to the same leg,,,,,,
False,no_positive_context_gain,to,to,0.0,2460,torgo_007032,i was kind to all the time,i was kind to all the time,,,,,,
False,no_positive_context_gain,where,where,0.0,2466,torgo_007038,where were you while we were away,where were you while we were away,,,,,,
False,no_positive_context_gain,were,were,0.0,2466,torgo_007038,where were you while we were away,where were you while we were away,,,,,,
False,no_positive_context_gain,were,were,0.0,2466,torgo_007038,where were you while we were away,where were you while we were away,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,2476,torgo_007048,one validated acts of school districts,one validated acts of school districts,,,,,,
False,no_positive_context_gain,knew,knew,0.0,2477,torgo_007049,knew,knew,,,,,,
False,no_positive_context_gain,your,your,0.0,2486,torgo_007058,are your greyed eyes or lower than nancy's,are your greyed eyes or lower than nancy's,,,,,,
False,no_positive_context_gain,than,than,0.0,2486,torgo_007058,are your greyed eyes or lower than nancy's,are your greyed eyes or lower than nancy's,,,,,,
False,no_positive_context_gain,two,two,0.0,2496,torgo_007068,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,were,were,0.0,2496,torgo_007068,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,to,to,0.0,2499,torgo_007071,i tried to tell people in the community,i tried to tell people in the community,,,,,,
False,no_positive_context_gain,there,there,0.0,2505,torgo_007077,the humidity is overwhelming there,the humidity is overwhelming there,,,,,,
False,no_positive_context_gain,new,new,0.0,2507,torgo_007079,he is the new very mad am,he is the new very mad am,,,,,,
False,rejected_low_confidence,their,their,0.21255184800077195,2512,torgo_007084,their baby don't want to eat the food,their baby don't want to eat the food,there,0.28636532373199963,0.8597574060687054,1.146122729800705,0.21255184800077195,1.0
False,no_positive_context_gain,to,to,0.0,2512,torgo_007084,their baby don't want to eat the food,their baby don't want to eat the food,,,,,,
False,no_valid_confusion_candidate,by,by,0.0,2513,torgo_007085,jane may earn more money by working hard,jane may earn more money by working hard,,,,,,
False,no_positive_context_gain,there,there,0.0,2515,torgo_007087,there was one guy to guard the horse,there was one guy to guard the horse,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,2515,torgo_007087,there was one guy to guard the horse,there was one guy to guard the horse,,,,,,
False,no_positive_context_gain,to,to,0.0,2515,torgo_007087,there was one guy to guard the horse,there was one guy to guard the horse,,,,,,
False,no_positive_context_gain,two,two,0.0,2523,torgo_007095,i looked up and noticed two old men,i looked up and noticed two old men,,,,,,
False,no_positive_context_gain,to,to,0.0,2525,torgo_007097,i just tried to do my best,i just tried to do my best,,,,,,
False,no_positive_context_gain,ate,ate,0.0,2529,torgo_007101,ate,ate,,,,,,
False,rejected_low_confidence,their,their,0.21255184800077195,2532,torgo_007104,their eyes is grey and white,their eyes is grey and white,there,0.28636532373199963,0.8597574060687054,1.146122729800705,0.21255184800077195,1.0
False,no_positive_context_gain,for,for,0.0,2534,torgo_007106,date was easy for us,date was easy for us,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,2538,torgo_007110,you'd be better off taking a cold shower,you'd be better off taking a cold shower,,,,,,
False,no_positive_context_gain,to,to,0.0,2540,torgo_007112,if you destroy confidence in price you will do something to the economy he said,if you destroy confidence in price you will do something to the economy he said,,,,,,
False,no_positive_context_gain,no,no,0.0,2543,torgo_007115,no,no,,,,,,
False,no_positive_context_gain,where,where,0.0,2544,torgo_007116,where robins were yellow lily,where robins were yellow lily,,,,,,
False,no_positive_context_gain,were,were,0.0,2544,torgo_007116,where robins were yellow lily,where robins were yellow lily,,,,,,
False,no_positive_context_gain,four,four,0.0,2555,torgo_007127,four,four,,,,,,
False,rejected_low_confidence,right,right,0.20646192825097737,2557,torgo_007129,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,rejected_low_confidence,right,right,0.20646192825097737,2559,torgo_007131,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,no_positive_context_gain,ate,ate,0.0,2566,torgo_007138,ate,ate,,,,,,
False,no_positive_context_gain,no,no,0.0,2568,torgo_007140,no,no,,,,,,
False,no_positive_context_gain,you're,you're,0.0,2574,torgo_007146,you're used to being on the field,you're used to being on the field,,,,,,
False,no_positive_context_gain,to,to,0.0,2574,torgo_007146,you're used to being on the field,you're used to being on the field,,,,,,
False,rejected_low_confidence,right,right,0.20646192825097737,2576,torgo_007148,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,no_positive_context_gain,to,to,0.0,2585,torgo_007157,the boy is taking to the dog,the boy is taking to the dog,,,,,,
False,no_positive_context_gain,your,your,0.0,2588,torgo_007160,they snatched a program of your skinny tarts over your chin sorry,they snatched a program of your skinny tarts over your chin sorry,,,,,,
False,no_positive_context_gain,your,your,0.0,2588,torgo_007160,they snatched a program of your skinny tarts over your chin sorry,they snatched a program of your skinny tarts over your chin sorry,,,,,,
False,no_positive_context_gain,for,for,0.0,2594,torgo_007166,he also provides for funds to clear some in healthy colleges bearish story,he also provides for funds to clear some in healthy colleges bearish story,,,,,,
False,no_positive_context_gain,to,to,0.0,2594,torgo_007166,he also provides for funds to clear some in healthy colleges bearish story,he also provides for funds to clear some in healthy colleges bearish story,,,,,,
False,rejected_low_confidence,their,their,0.21255184800077195,2602,torgo_007174,their odds are back there to farm,their odds are back there to farm,there,0.28636532373199963,0.8597574060687054,1.146122729800705,0.21255184800077195,1.0
False,no_positive_context_gain,there,there,0.0,2602,torgo_007174,their odds are back there to farm,their odds are back there to farm,,,,,,
False,no_positive_context_gain,to,to,0.0,2602,torgo_007174,their odds are back there to farm,their odds are back there to farm,,,,,,
False,no_positive_context_gain,there,there,0.0,2603,torgo_007175,there is nothing to add around our books,there is nothing to add around our books,,,,,,
False,no_positive_context_gain,to,to,0.0,2603,torgo_007175,there is nothing to add around our books,there is nothing to add around our books,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,2603,torgo_007175,there is nothing to add around our books,there is nothing to add around our books,,,,,,
False,no_positive_context_gain,new,new,0.0,2606,torgo_007178,the episode they have new episode is reported,the episode they have new episode is reported,,,,,,
False,no_positive_context_gain,for,for,0.0,2609,torgo_007181,he further proposed grand and specific terms for experimental expertise,he further proposed grand and specific terms for experimental expertise,,,,,,
False,no_positive_context_gain,there,there,0.0,2615,torgo_007187,there is a tree out up above,there is a tree out up above,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,2616,torgo_007188,aluminum everywhere can often be dirty,aluminum everywhere can often be dirty,,,,,,
False,no_positive_context_gain,to,to,0.0,2619,torgo_007191,nothing has been done yet to take advantage of the enabling legislation,nothing has been done yet to take advantage of the enabling legislation,,,,,,
False,no_positive_context_gain,for,for,0.0,2630,torgo_007202,this is a period of transition for me,this is a period of transition for me,,,,,,
False,no_positive_context_gain,your,your,0.0,2633,torgo_007205,if your other little other replace it immediately,if your other little other replace it immediately,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,2634,torgo_007206,when our air is dirty you will force it,when our air is dirty you will force it,,,,,,
False,no_positive_context_gain,see,see,0.0,2639,torgo_007211,see,see,,,,,,
False,no_positive_context_gain,to,to,0.0,2649,torgo_007221,i egged back with yelp howl and cry to the wigs,i egged back with yelp howl and cry to the wigs,,,,,,
False,no_positive_context_gain,to,to,0.0,2654,torgo_007226,the fog can take three to one day,the fog can take three to one day,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,2654,torgo_007226,the fog can take three to one day,the fog can take three to one day,,,,,,
False,no_positive_context_gain,to,to,0.0,2662,torgo_007234,the museum is the most beautiful museum ever used to be,the museum is the most beautiful museum ever used to be,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,2662,torgo_007234,the museum is the most beautiful museum ever used to be,the museum is the most beautiful museum ever used to be,,,,,,
False,no_positive_context_gain,for,for,0.0,2666,torgo_007238,a bubble is empty for you,a bubble is empty for you,,,,,,
False,no_positive_context_gain,to,to,0.0,2681,torgo_007253,students watched as he tried to act,students watched as he tried to act,,,,,,
False,no_positive_context_gain,no,no,0.0,2683,torgo_007255,no,no,,,,,,
False,no_positive_context_gain,for,for,0.0,2695,torgo_007267,it was a good win for us,it was a good win for us,,,,,,
False,no_positive_context_gain,see,see,0.0,2697,torgo_007269,see how,see how,,,,,,
False,no_positive_context_gain,your,your,0.0,2702,torgo_007274,swing your arm as high as you can,swing your arm as high as you can,,,,,,
False,no_positive_context_gain,were,were,0.0,2705,torgo_007277,borns in jerry's were to the same leg,borns in jerry's were to the same leg,,,,,,
False,no_positive_context_gain,to,to,0.0,2705,torgo_007277,borns in jerry's were to the same leg,borns in jerry's were to the same leg,,,,,,
False,no_positive_context_gain,knew,knew,0.0,2725,torgo_012365,knew,knew,,,,,,
False,no_positive_context_gain,to,to,0.0,2726,torgo_012366,a long flowing beard clings to his chin,a long flowing beard clings to his chin,,,,,,
False,no_positive_context_gain,knew,knew,0.0,2735,torgo_012375,knew,knew,,,,,,
False,no_positive_context_gain,see,see,0.0,2737,torgo_012377,see,see,,,,,,
False,no_positive_context_gain,to,to,0.0,2740,torgo_012380,don't ask me to carry an oily rag like that,don't ask me to carry an oily rag like that,,,,,,
False,no_positive_context_gain,no,no,0.0,2741,torgo_012381,no,no,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,2749,torgo_012389,one,one,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,2758,torgo_012398,twice each day he plays skillfully and with zest upon our small organ,twice each day he plays skillfully and with zest upon our small organ,,,,,,
False,no_positive_context_gain,to,to,0.0,2759,torgo_012399,grandfather likes to be modern in his language,grandfather likes to be modern in his language,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,2759,torgo_012399,grandfather likes to be modern in his language,grandfather likes to be modern in his language,,,,,,
False,no_positive_context_gain,your,your,0.0,2773,torgo_012413,she had your dark suit in greasy wash water all year,she had your dark suit in greasy wash water all year,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,2778,torgo_012418,one,one,,,,,,
False,no_positive_context_gain,to,to,0.0,2786,torgo_012426,you wished to know all about my grandfather story,you wished to know all about my grandfather story,,,,,,
False,no_positive_context_gain,know,know,0.0,2786,torgo_012426,you wished to know all about my grandfather story,you wished to know all about my grandfather story,,,,,,
False,no_positive_context_gain,four,four,0.0,2795,torgo_012435,four,four,,,,,,
False,no_positive_context_gain,to,to,0.0,2800,torgo_012440,we have often urged him to walk more and smoke less,we have often urged him to walk more and smoke less,,,,,,
False,rejected_low_confidence,right,right,0.20646192825097737,2805,torgo_012445,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,no_positive_context_gain,no,no,0.0,2810,torgo_012450,no,no,,,,,,
False,no_positive_context_gain,two,two,0.0,2818,torgo_012458,two,two,,,,,,
False,no_positive_context_gain,your,your,0.0,2833,torgo_012473,are your grades higher or lower than nancy's,are your grades higher or lower than nancy's,,,,,,
False,no_positive_context_gain,than,than,0.0,2833,torgo_012473,are your grades higher or lower than nancy's,are your grades higher or lower than nancy's,,,,,,
False,no_positive_context_gain,two,two,0.0,2834,torgo_012474,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,were,were,0.0,2834,torgo_012474,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,two,two,0.0,2835,torgo_012475,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,were,were,0.0,2835,torgo_012475,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,to,to,0.0,2842,torgo_012482,little girl doesn't want to eat her vegetables,little girl doesn't want to eat her vegetables,,,,,,
False,no_positive_context_gain,no,no,0.0,2846,torgo_012486,no,no,,,,,,
False,no_positive_context_gain,no,no,0.0,2848,torgo_012488,no,no,,,,,,
False,no_positive_context_gain,to,to,0.0,2850,torgo_012490,i just try to do my best,i just try to do my best,,,,,,
False,no_valid_confusion_candidate,by,by,0.0,2861,torgo_012501,jane may earn more money by working hard,jane may earn more money by working hard,,,,,,
False,no_positive_context_gain,you're,you're,0.0,2862,torgo_012502,you're used to being on the field,you're used to being on the field,,,,,,
False,no_positive_context_gain,to,to,0.0,2862,torgo_012502,you're used to being on the field,you're used to being on the field,,,,,,
False,no_positive_context_gain,for,for,0.0,2867,torgo_012507,this was easy for us,this was easy for us,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,2874,torgo_012514,you'd be better off taking a cold shower,you'd be better off taking a cold shower,,,,,,
False,rejected_low_confidence,right,right,0.20646192825097737,2878,torgo_012518,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,rejected_low_confidence,right,right,0.20646192825097737,2888,torgo_012528,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,no_positive_context_gain,hear,hear,0.0,2890,torgo_012530,hear,hear,,,,,,
False,no_positive_context_gain,knew,knew,0.0,2912,torgo_012552,knew,knew,,,,,,
False,no_positive_context_gain,where,where,0.0,2913,torgo_012553,where were you while we were away,where were you while we were away,,,,,,
False,no_positive_context_gain,were,were,0.0,2913,torgo_012553,where were you while we were away,where were you while we were away,,,,,,
False,no_positive_context_gain,were,were,0.0,2913,torgo_012553,where were you while we were away,where were you while we were away,,,,,,
False,no_positive_context_gain,there,there,0.0,2914,torgo_012554,the humidity is overwhelming there,the humidity is overwhelming there,,,,,,
False,no_positive_context_gain,knew,knew,0.0,2915,torgo_012555,knew,knew,,,,,,
False,no_positive_context_gain,to,to,0.0,2917,torgo_012557,i tried to tell people in the community,i tried to tell people in the community,,,,,,
False,no_positive_context_gain,their,their,0.0,2925,torgo_012565,their house is grey and white,their house is grey and white,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,2929,torgo_012569,one validated acts of school districts,one validated acts of school districts,,,,,,
False,no_positive_context_gain,two,two,0.0,2935,torgo_012575,i looked up and noticed two old men,i looked up and noticed two old men,,,,,,
False,no_positive_context_gain,hear,hear,0.0,2947,torgo_012587,hear,hear,,,,,,
False,no_positive_context_gain,than,than,0.0,2948,torgo_012588,she is thinner than i am,she is thinner than i am,,,,,,
False,no_positive_context_gain,to,to,0.0,2955,torgo_012595,if you destroy confidence in banks you do something to the economy he said,if you destroy confidence in banks you do something to the economy he said,,,,,,
False,no_positive_context_gain,to,to,0.0,2956,torgo_012596,if you destroy confidence in banks you do something to the economy he said,if you destroy confidence in banks you do something to the economy he said,,,,,,
False,no_positive_context_gain,for,for,0.0,2962,torgo_012602,it was a good win for us,it was a good win for us,,,,,,
False,no_positive_context_gain,for,for,0.0,2966,torgo_012606,he further proposed grants of an unspecified sum for experimental hospitals,he further proposed grants of an unspecified sum for experimental hospitals,,,,,,
False,rejected_low_confidence,you're,you're,0.15979590674321645,2972,torgo_012612,if you're losing water replace it immediately,if you're losing water replace it immediately,your,0.08345785735678615,0.12824746787307684,0.211705325229863,0.15979590674321645,1.0
False,no_positive_context_gain,for,for,0.0,2975,torgo_012615,alfalfa is healthy for you,alfalfa is healthy for you,,,,,,
False,no_positive_context_gain,for,for,0.0,2977,torgo_012617,this is a period of transition for me,this is a period of transition for me,,,,,,
False,no_positive_context_gain,new,new,0.0,2991,torgo_012631,day after day some new episode is reported,day after day some new episode is reported,,,,,,
False,no_positive_context_gain,their,their,0.0,3005,torgo_012645,the misguided souls have lost their way,the misguided souls have lost their way,,,,,,
False,no_positive_context_gain,there,there,0.0,3007,torgo_012647,there is a treehouse up above,there is a treehouse up above,,,,,,
False,no_positive_context_gain,no,no,0.0,3011,torgo_012651,no,no,,,,,,
False,no_positive_context_gain,for,for,0.0,3017,torgo_012657,it also provides for funds to clear slums and help colleges build dormitories,it also provides for funds to clear slums and help colleges build dormitories,,,,,,
False,no_positive_context_gain,to,to,0.0,3017,torgo_012657,it also provides for funds to clear slums and help colleges build dormitories,it also provides for funds to clear slums and help colleges build dormitories,,,,,,
False,no_positive_context_gain,for,for,0.0,3018,torgo_012658,it also provides for funds to clear slums and help colleges build dormitories,it also provides for funds to clear slums and help colleges build dormitories,,,,,,
False,no_positive_context_gain,to,to,0.0,3018,torgo_012658,it also provides for funds to clear slums and help colleges build dormitories,it also provides for funds to clear slums and help colleges build dormitories,,,,,,
False,no_positive_context_gain,your,your,0.0,3020,torgo_012660,swing your arm as high as you can,swing your arm as high as you can,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,3023,torgo_012663,the dolphins swam around our boat,the dolphins swam around our boat,,,,,,
False,no_positive_context_gain,to,to,0.0,3059,torgo_012699,we rode horseback to the farm,we rode horseback to the farm,,,,,,
False,no_positive_context_gain,to,to,0.0,3062,torgo_012702,nothing has been done yet to take advantage of the enabling legislation,nothing has been done yet to take advantage of the enabling legislation,,,,,,
False,no_positive_context_gain,were,were,0.0,3065,torgo_012705,both injuries were to the same leg,both injuries were to the same leg,,,,,,
False,no_positive_context_gain,to,to,0.0,3065,torgo_012705,both injuries were to the same leg,both injuries were to the same leg,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,3079,torgo_012719,aluminum silverware can often be flimsy,aluminum silverware can often be flimsy,,,,,,
False,no_positive_context_gain,knew,knew,0.0,3102,torgo_012742,knew,knew,,,,,,
False,no_positive_context_gain,to,to,0.0,3103,torgo_012743,a long flowing beard clings to his chin,a long flowing beard clings to his chin,,,,,,
False,no_positive_context_gain,knew,knew,0.0,3112,torgo_012752,knew,knew,,,,,,
False,no_positive_context_gain,to,to,0.0,3117,torgo_012757,don't ask me to carry an oily rag like that,don't ask me to carry an oily rag like that,,,,,,
False,no_positive_context_gain,no,no,0.0,3118,torgo_012758,no,no,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,3126,torgo_012766,one,one,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,3135,torgo_012775,twice each day he plays skillfully and with zest upon our small organ,twice each day he plays skillfully and with zest upon our small organ,,,,,,
False,no_positive_context_gain,to,to,0.0,3136,torgo_012776,grandfather likes to be modern in his language,grandfather likes to be modern in his language,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,3136,torgo_012776,grandfather likes to be modern in his language,grandfather likes to be modern in his language,,,,,,
False,no_positive_context_gain,your,your,0.0,3150,torgo_012790,she had your dark suit in greasy wash water all year,she had your dark suit in greasy wash water all year,,,,,,
False,no_positive_context_gain,to,to,0.0,3163,torgo_012803,you wished to know all about my grandfather,you wished to know all about my grandfather,,,,,,
False,no_positive_context_gain,know,know,0.0,3163,torgo_012803,you wished to know all about my grandfather,you wished to know all about my grandfather,,,,,,
False,no_positive_context_gain,four,four,0.0,3172,torgo_012812,four,four,,,,,,
False,no_positive_context_gain,to,to,0.0,3177,torgo_012817,we have often urged him to walk more and smoke less,we have often urged him to walk more and smoke less,,,,,,
False,rejected_low_confidence,right,right,0.20646192825097737,3182,torgo_012822,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,no_positive_context_gain,no,no,0.0,3187,torgo_012827,no,no,,,,,,
False,no_positive_context_gain,two,two,0.0,3195,torgo_012835,two,two,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,3209,torgo_012849,just one side got wet,just one side got wet,,,,,,
False,no_positive_context_gain,your,your,0.0,3210,torgo_012850,are your grades higher or lower than nancy's,are your grades higher or lower than nancy's,,,,,,
False,no_positive_context_gain,than,than,0.0,3210,torgo_012850,are your grades higher or lower than nancy's,are your grades higher or lower than nancy's,,,,,,
False,no_positive_context_gain,two,two,0.0,3211,torgo_012851,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,were,were,0.0,3211,torgo_012851,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,two,two,0.0,3212,torgo_012852,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,were,were,0.0,3212,torgo_012852,two other cases also were under advisement,two other cases also were under advisement,,,,,,
False,no_positive_context_gain,four,four,0.0,3215,torgo_012855,four,four,,,,,,
False,no_positive_context_gain,to,to,0.0,3219,torgo_012859,the little girl doesn't want to eat her vegetables,the little girl doesn't want to eat her vegetables,,,,,,
False,no_positive_context_gain,no,no,0.0,3225,torgo_012865,no,no,,,,,,
False,no_positive_context_gain,to,to,0.0,3227,torgo_012867,i just try to do my best,i just try to do my best,,,,,,
False,no_valid_confusion_candidate,by,by,0.0,3238,torgo_012878,jane may earn more money by working hard,jane may earn more money by working hard,,,,,,
False,no_positive_context_gain,you're,you're,0.0,3239,torgo_012879,you're used to being on the field,you're used to being on the field,,,,,,
False,no_positive_context_gain,to,to,0.0,3239,torgo_012879,you're used to being on the field,you're used to being on the field,,,,,,
False,no_positive_context_gain,for,for,0.0,3244,torgo_012884,this was easy for us,this was easy for us,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,3251,torgo_012891,you'd be better off taking a cold shower,you'd be better off taking a cold shower,,,,,,
False,rejected_low_confidence,right,right,0.20646192825097737,3255,torgo_012895,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,rejected_low_confidence,right,right,0.20646192825097737,3265,torgo_012905,right,right,write,0.35476388329772224,3.33888107980643,3.6936449631041524,0.20646192825097737,1.0
False,no_positive_context_gain,hear,hear,0.0,3267,torgo_012907,hear,hear,,,,,,
False,no_positive_context_gain,ate,ate,0.0,3278,torgo_012918,ate,ate,,,,,,
False,no_positive_context_gain,where,where,0.0,3290,torgo_012930,where were you while we were away,where were you while we were away,,,,,,
False,no_positive_context_gain,were,were,0.0,3290,torgo_012930,where were you while we were away,where were you while we were away,,,,,,
False,no_positive_context_gain,were,were,0.0,3290,torgo_012930,where were you while we were away,where were you while we were away,,,,,,
False,no_positive_context_gain,there,there,0.0,3291,torgo_012931,the humidity is overwhelming there,the humidity is overwhelming there,,,,,,
False,no_positive_context_gain,knew,knew,0.0,3292,torgo_012932,knew,knew,,,,,,
False,no_positive_context_gain,to,to,0.0,3294,torgo_012934,i tried to tell people in the community,i tried to tell people in the community,,,,,,
False,no_positive_context_gain,their,their,0.0,3302,torgo_012942,their house is grey and white,their house is grey and white,,,,,,
False,no_valid_confusion_candidate,one,one,0.0,3306,torgo_012946,one validated acts of school districts,one validated acts of school districts,,,,,,
False,no_positive_context_gain,two,two,0.0,3312,torgo_012952,i looked up and noticed two old men,i looked up and noticed two old men,,,,,,
False,no_positive_context_gain,than,than,0.0,3325,torgo_012965,she is thinner than i am,she is thinner than i am,,,,,,
False,no_positive_context_gain,no,no,0.0,3327,torgo_012967,no,no,,,,,,
False,no_positive_context_gain,to,to,0.0,3332,torgo_012972,if you destroy confidence in banks you do something to the economy he said,if you destroy confidence in banks you do something to the economy he said,,,,,,
False,no_positive_context_gain,to,to,0.0,3333,torgo_012973,if you destroy confidence in banks you do something to the economy he said,if you destroy confidence in banks you do something to the economy he said,,,,,,
False,no_positive_context_gain,for,for,0.0,3339,torgo_012979,it was a good win for us,it was a good win for us,,,,,,
False,no_positive_context_gain,for,for,0.0,3343,torgo_012983,he further proposed grants of an unspecified sum for experimental hospitals,he further proposed grants of an unspecified sum for experimental hospitals,,,,,,
False,rejected_low_confidence,you're,you're,0.15979590674321645,3349,torgo_012989,if you're losing water replace it immediately,if you're losing water replace it immediately,your,0.08345785735678615,0.12824746787307684,0.211705325229863,0.15979590674321645,1.0
False,no_positive_context_gain,for,for,0.0,3352,torgo_012992,alfalfa is healthy for you,alfalfa is healthy for you,,,,,,
False,no_positive_context_gain,for,for,0.0,3354,torgo_012994,this is a period of transition for me,this is a period of transition for me,,,,,,
False,no_positive_context_gain,new,new,0.0,3368,torgo_013008,day after day some new episode is reported,day after day some new episode is reported,,,,,,
False,no_positive_context_gain,their,their,0.0,3382,torgo_013022,the misguided souls have lost their way,the misguided souls have lost their way,,,,,,
False,no_positive_context_gain,there,there,0.0,3384,torgo_013024,there is a treehouse up above,there is a treehouse up above,,,,,,
False,no_positive_context_gain,no,no,0.0,3388,torgo_013028,no,no,,,,,,
False,no_positive_context_gain,for,for,0.0,3394,torgo_013034,it also provides for funds to clear slums and help colleges just build dormitories,it also provides for funds to clear slums and help colleges just build dormitories,,,,,,
False,no_positive_context_gain,to,to,0.0,3394,torgo_013034,it also provides for funds to clear slums and help colleges just build dormitories,it also provides for funds to clear slums and help colleges just build dormitories,,,,,,
False,no_positive_context_gain,for,for,0.0,3395,torgo_013035,it also provides for funds to clear slums and help colleges build dormitories,it also provides for funds to clear slums and help colleges build dormitories,,,,,,
False,no_positive_context_gain,to,to,0.0,3395,torgo_013035,it also provides for funds to clear slums and help colleges build dormitories,it also provides for funds to clear slums and help colleges build dormitories,,,,,,
False,no_positive_context_gain,your,your,0.0,3397,torgo_013037,swing your arm as high as you can,swing your arm as high as you can,,,,,,
False,no_valid_confusion_candidate,our,our,0.0,3400,torgo_013040,the dolphins swam around our boat,the dolphins swam around our boat,,,,,,
False,no_positive_context_gain,to,to,0.0,3436,torgo_013076,we rode horseback to the farm,we rode horseback to the farm,,,,,,
False,no_positive_context_gain,to,to,0.0,3439,torgo_013079,nothing has been done yet to take advantage of the enabling legislation,nothing has been done yet to take advantage of the enabling legislation,,,,,,
False,no_positive_context_gain,were,were,0.0,3442,torgo_013082,both injuries were to the same leg,both injuries were to the same leg,,,,,,
False,no_positive_context_gain,to,to,0.0,3442,torgo_013082,both injuries were to the same leg,both injuries were to the same leg,,,,,,
False,no_valid_confusion_candidate,be,be,0.0,3456,torgo_013096,aluminum silverware can often be flimsy,aluminum silverware can often be flimsy,,,,,,
False,no_positive_context_gain,to,to,0.0,3468,torgo_013108,help greg to pick a peck of potatoes,help greg to pick a peck of potatoes,,,,,,
